R_ALCD2ir,0.0,0.0,{'M_acald_c': 1.0},{'M_etoh_c': 1.0}
R_ALCD2x,0.0,0.0,{'M_etoh_c': 1.0},{'M_acald_c': 1.0}
R_ALDD22x,0.0,0.0,{'M_aproa_c': 1.0},{'M_ala_B_c': 1.0}
R_ALDD2xm,0.0,0.0,{'M_acald_m': 1.0},{'M_ac_m': 1.0}
R_ALDD2y,0.12501337749901556,0.12501337749901556,{'M_acald_c': 1.0},{'M_ac_c': 1.0}
R_AMETtm,8.637e-07,8.637e-07,{'M_amet_c': 1.0},{'M_amet_m': 1.0}
R_AMPDA,0.0,0.0,{'M_amp_c': 1.0},{'M_imp_c': 1.0}
R_AMPN,0.0,0.0,{'M_amp_c': 1.0},"{'M_r5p_c': 1.0, 'M_ade_c': 1.0}"
R_APRTO2,0.0,0.0,{'M_aprut_c': 1.0},{'M_n4abutn_c': 1.0}
R_ARGt2r,0.04626553,0.04626553,{'M_arg_L_e': 1.0},{'M_arg_L_c': 1.0}
R_ASADi,0.05510405999837076,0.05510405999837076,{'M_4pasp_c': 1.0},{'M_aspsa_c': 1.0}
R_ASNN,0.0,0.0,{'M_asn_L_c': 1.0},{'M_asp_L_c': 1.0}
R_ASNNe,-0.0,0.0,{'M_asn_L_e': 1.0},{'M_asp_L_e': 1.0}
R_ASNS1,0.02927942999999991,0.02927942999999991,"{'M_gln_L_c': 1.0, 'M_asp_L_c': 1.0}","{'M_asn_L_c': 1.0, 'M_glu_L_c': 1.0}"
R_ASNt6,0.0,0.0,{'M_asn_L_c': 1.0},{'M_asn_L_v': 1.0}
R_ASNt7,-0.0,0.0,{'M_asn_L_v': 1.0},{'M_asn_L_c': 1.0}
R_ASPCT,0.03184174,0.03184174,"{'M_cbp_c': 1.0, 'M_asp_L_c': 1.0}",{'M_cbasp_c': 1.0}
R_ASPGLU2m,2.3032000000533515e-06,2.3032000000533515e-06,"{'M_asp_L_m': 1.0, 'M_glu_L_c': 1.0}","{'M_glu_L_m': 1.0, 'M_asp_L_c': 1.0}"
R_ASPKi,0.05510405999837076,0.05510405999837076,{'M_asp_L_c': 1.0},{'M_4pasp_c': 1.0}
R_ASPTAm,-0.9687270715982644,0.9687270715982644,"{'M_asp_L_m': 1.0, 'M_akg_m': 1.0}","{'M_oaa_m': 1.0, 'M_glu_L_m': 1.0}"
R_ASPt2m,-0.9687247683982644,0.9687247683982644,{'M_asp_L_c': 1.0},{'M_asp_L_m': 1.0}
R_ASPt2n,0.0,0.0,{'M_asp_L_c': 1.0},{'M_asp_L_n': 1.0}
R_ASPt5n,0.0,0.0,{'M_asp_L_n': 1.0},{'M_asp_L_c': 1.0}
R_ATPATF1,0.0,0.0,{'M_amp_c': 2.0},{'M_ap4a_c': 1.0}
R_BPNT,-0.0,0.0,{'M_pap_c': 1.0},{'M_amp_c': 1.0}
R_BTDD_RR,0.0,0.0,{'M_btd_RR_c': 1.0},{'M_actn_R_c': 1.0}
R_BTDt_RR,0.0,0.0,{'M_btd_RR_c': 1.0},{'M_btd_RR_e': 1.0}
R_C14STR,0.0004318499999453085,0.0004318499999453085,{'M_44mctr_c': 1.0},{'M_44mzym_c': 1.0}
R_C22STDS,0.00020153000000000532,0.00020153000000000532,{'M_ergtrol_c': 1.0},{'M_ergtetrol_c': 1.0}
R_C24STRer,0.00020153000000000532,0.00020153000000000532,{'M_ergtetrol_r': 1.0},{'M_ergst_r': 1.0}
R_C3STDH1,0.0004318499999453085,0.0004318499999453085,{'M_4mzym_int1_c': 1.0},"{'M_4mzym_int2_c': 1.0, 'M_co2_c': 1.0}"
R_C3STDH2,0.0004318499999453085,0.0004318499999453085,{'M_zym_int1_c': 1.0},"{'M_co2_c': 1.0, 'M_zym_int2_c': 1.0}"
R_C3STKR1,0.0004318499999453085,0.0004318499999453085,{'M_4mzym_int2_c': 1.0},{'M_4mzym_c': 1.0}
R_C3STKR2,0.0004318499999453085,0.0004318499999453085,{'M_zym_int2_c': 1.0},{'M_zymst_c': 1.0}
R_C4STMO1,0.0004318499999453085,0.0004318499999453085,{'M_44mzym_c': 1.0},{'M_4mzym_int1_c': 1.0}
R_C4STMO2,0.0004318499999453085,0.0004318499999453085,{'M_4mzym_c': 1.0},{'M_zym_int1_c': 1.0}
R_C5STDS,0.00020153000000000532,0.00020153000000000532,{'M_epist_c': 1.0},{'M_ergtrol_c': 1.0}
R_C8STI,0.0,0.0,{'M_fecost_c': 1.0},{'M_epist_c': 1.0}
R_CBPS,0.03184174,0.03184174,"{'M_gln_L_c': 1.0, 'M_hco3_c': 1.0}","{'M_glu_L_c': 1.0, 'M_cbp_c': 1.0}"
R_CHLPCTD,0.0,0.0,"{'M_cmp_c': 1.0, 'M_cholp_c': 1.0}",{'M_cdpchol_c': 1.0}
R_CHOLK,0.0,0.0,{'M_chol_c': 1.0},{'M_cholp_c': 1.0}
R_CHORM,0.03854952209892632,0.03854952209892632,{'M_chor_c': 1.0},{'M_pphn_c': 1.0}
R_CHORS,0.03854980999892632,0.03854980999892632,{'M_3psme_c': 1.0},{'M_chor_c': 1.0}
R_CHRPL,2.879e-07,2.879e-07,{'M_chor_c': 1.0},"{'M_pyr_c': 1.0, 'M_4hbz_c': 1.0}"
R_CHTNS,2.879e-07,2.879e-07,{'M_udpacgal_c': 1.0},"{'M_ump_c': 1.0, 'M_chitin_c': 1.0}"
R_CITtam,-0.11723547110000002,0.11723547110000002,"{'M_cit_c': 1.0, 'M_mal_L_m': 1.0}","{'M_mal_L_c': 1.0, 'M_cit_m': 1.0}"
R_CITtcm,0.11723547110000002,0.11723547110000002,"{'M_icit_m': 1.0, 'M_cit_c': 1.0}","{'M_cit_m': 1.0, 'M_icit_c': 1.0}"
R_CMPN,0.0,0.0,{'M_cmp_c': 1.0},"{'M_r5p_c': 1.0, 'M_csn_c': 1.0}"
R_CO2tm,-4.8943e-06,4.8943e-06,{'M_co2_c': 1.0},{'M_co2_m': 1.0}
R_CO2tn,0.0,0.0,{'M_co2_n': 1.0},{'M_co2_c': 1.0}
R_COAtim,0.0,0.0,{'M_coa_c': 1.0},{'M_coa_m': 1.0}
R_COUCOAFm,-0.0,0.0,"{'M_coa_m': 1.0, 'M_T4hcinnm_m': 1.0}",{'M_coucoa_m': 1.0}
R_CPPPGO,2.879e-07,2.879e-07,{'M_cpppg3_c': 1.0},"{'M_co2_c': 2.0, 'M_pppg9_c': 1.0}"
R_CRNCARtm,0.0,0.0,"{'M_crn_m': 1.0, 'M_acrn_c': 1.0}","{'M_acrn_m': 1.0, 'M_crn_c': 1.0}"
R_CRNtim,0.0,0.0,{'M_crn_m': 1.0},{'M_crn_c': 1.0}
R_CSNATm,0.0,0.0,"{'M_acrn_m': 1.0, 'M_coa_m': 1.0}","{'M_crn_m': 1.0, 'M_accoa_m': 1.0}"
R_CSNATr,0.0,0.0,"{'M_accoa_c': 1.0, 'M_crn_c': 1.0}","{'M_coa_c': 1.0, 'M_acrn_c': 1.0}"
R_CSND,0.0,0.0,{'M_csn_c': 1.0},{'M_ura_c': 1.0}
R_CSm,0.11723547110000002,0.11723547110000002,"{'M_oaa_m': 1.0, 'M_accoa_m': 1.0}","{'M_coa_m': 1.0, 'M_cit_m': 1.0}"
R_CTPS1,0.01356009,0.01356009,{'M_ump_c': 1.0},{'M_cmp_c': 1.0}
R_CTPS2,0.0,0.0,"{'M_gln_L_c': 1.0, 'M_ump_c': 1.0}","{'M_glu_L_c': 1.0, 'M_cmp_c': 1.0}"
R_CYSTGL,0.0,0.0,{'M_cyst_L_c': 1.0},"{'M_2obut_c': 1.0, 'M_cys_L_c': 1.0}"
R_CYSTLp,0.47262074940067517,0.47262074940067517,{'M_cyst_L_x': 1.0},"{'M_pyr_x': 1.0, 'M_hcys_L_x': 1.0}"
R_CYSTS,0.4726216131006752,0.4726216131006752,"{'M_ser_L_c': 1.0, 'M_hcys_L_c': 1.0}",{'M_cyst_L_c': 1.0}
R_CYSTtp,0.47262074940067517,0.47262074940067517,{'M_cyst_L_c': 1.0},{'M_cyst_L_x': 1.0}
R_CYSt2r,0.0019004279,0.0019004279,{'M_cys_L_e': 1.0},{'M_cys_L_c': 1.0}
R_DADA,0.0,0.0,{'M_dad_2_c': 1.0},{'M_din_c': 1.0}
R_DAGCPT_SC,0.0,0.0,"{'M_cdpchol_c': 1.0, 'M_12dgr_SC_c': 1}","{'M_cmp_c': 1.0, 'M_pc_SC_c': 1}"
R_DAGPYP_SC,0.0,0.0,{'M_pa_SC_c': 1},{'M_12dgr_SC_c': 1}
R_DASYNm_SC,0.0,0.0,"{'M_pa_SC_m': 1, 'M_cmp_m': 1.0}",{'M_cdpdag_SC_m': 1}
R_DDPA,0.03854980999892632,0.03854980999892632,"{'M_e4p_c': 1.0, 'M_pep_c': 1.0}",{'M_2dda7p_c': 1.0}
R_DHAK,0.0,0.0,{'M_dha_c': 1.0},{'M_dhap_c': 1.0}
R_DHAPtm,0.0,0.0,{'M_dhap_m': 1.0},{'M_dhap_c': 1.0}
R_DHFRi,0.00103644,0.00103644,{'M_dhf_c': 1.0},{'M_thf_c': 1.0}
R_DHNPTtm,0.0,0.0,{'M_dhnpt_c': 1.0},{'M_dhnpt_m': 1.0}
R_DHORDi,0.03184174,0.03184174,{'M_dhor_S_c': 1.0},{'M_orot_c': 1.0}
R_DHORTS,-0.03184174,0.03184174,{'M_dhor_S_c': 1.0},{'M_cbasp_c': 1.0}
R_DHPSm,0.0,0.0,"{'M_2ahhmp_m': 1.0, 'M_4abz_m': 1.0}",{'M_dhpt_m': 1.0}
R_DHPTtm,0.0,0.0,{'M_dhpt_c': 1.0},{'M_dhpt_m': 1.0}
R_DHQS,0.03854980999892632,0.03854980999892632,{'M_2dda7p_c': 1.0},{'M_3dhq_c': 1.0}
R_DHQTi,0.03854980999892632,0.03854980999892632,{'M_3dhq_c': 1.0},{'M_3dhsk_c': 1.0}
R_DIAT,0.0,0.0,"{'M_accoa_c': 1.0, 'M_sprm_c': 1.0}","{'M_N1sprm_c': 1.0, 'M_coa_c': 1.0}"
R_DKMPPD2,0.30738852679994844,0.30738852679994844,{'M_dkmpp_c': 1.0},"{'M_2kmb_c': 1.0, 'M_for_c': 1.0}"
R_DMATT,0.000863987899890617,0.000863987899890617,"{'M_ipdp_c': 1.0, 'M_dmpp_c': 1.0}",{'M_grdp_c': 1.0}
R_DOLPMMer,0.23259440999999997,0.23259440999999997,{'M_dolmanp_r': 1.0},"{'M_mannan_r': 1.0, 'M_dolp_r': 1.0}"
R_DOLPMTcer,0.23259440999999997,0.23259440999999997,"{'M_gdpmann_c': 1.0, 'M_dolp_c': 1.0}","{'M_gmp_c': 1.0, 'M_dolmanp_r': 1.0}"
R_DOLPt2er,-0.23259440999999997,0.23259440999999997,{'M_dolp_c': 1.0},{'M_dolp_r': 1.0}
R_DPMVD,0.002592827399671851,0.002592827399671851,{'M_5dpmev_c': 1.0},"{'M_co2_c': 1.0, 'M_ipdp_c': 1.0}"
R_DPRm,0.0,0.0,{'M_2dhp_m': 1.0},{'M_pant_R_m': 1.0}
R_D_LACDcm,0.10359181129671102,0.10359181129671102,{'M_lac_D_c': 1.0},{'M_pyr_c': 1.0}
R_D_LACt2m,0.0,0.0,"{'M_lac_D_c': 1.0, 'M_pyr_m': 1.0}","{'M_pyr_c': 1.0, 'M_lac_D_m': 1.0}"
R_D_LACtm,0.0,0.0,{'M_lac_D_c': 1.0},{'M_lac_D_m': 1.0}
R_ENO,0.07709961999785264,0.07709961999785264,{'M_2pg_c': 1.0},{'M_pep_c': 1.0}
R_EPISTt,0.00020153000000000532,0.00020153000000000532,{'M_epist_e': 1.0},{'M_epist_c': 1.0}
R_ERGSTt,-5.312590645178972e-18,5.312590645178972e-18,{'M_ergst_e': 1.0},{'M_ergst_c': 1.0}
R_ERGSTter,0.00020153000000000532,0.00020153000000000532,{'M_ergst_r': 1.0},{'M_ergst_c': 1.0}
R_ERGTETROLter,0.00020153000000000532,0.00020153000000000532,{'M_ergtetrol_c': 1.0},{'M_ergtetrol_r': 1.0}
R_ETOHtm,0.0,0.0,{'M_etoh_c': 1.0},{'M_etoh_m': 1.0}
R_EX_2mbtoh_e_,0.0,0.0,{'M_2mbtoh_e': 1.0},{'M_2mbtoh_b': 1.0}
R_EX_4abut_e_,0.0,0.0,{'M_4abut_e': 1.0},{'M_4abut_b': 1.0}
R_EX_Nbfortyr_e_,0.0,0.0,{'M_Nbfortyr_e': 1.0},{'M_Nbfortyr_b': 1.0}
R_EX_arg_L_e_,-0.04626553,0.04626553,{'M_arg_L_e': 1.0},{'M_arg_L_b': 1.0}
R_EX_btd_RR_e_,0.0,0.0,{'M_btd_RR_e': 1.0},{'M_btd_RR_b': 1.0}
R_EX_cys_L_e_,-0.0019004279,0.0019004279,{'M_cys_L_e': 1.0},{'M_cys_L_b': 1.0}
R_EX_epist_e_,-0.00020153000000000532,0.00020153000000000532,{'M_epist_e': 1.0},{'M_epist_b': 1.0}
R_EX_ergst_e_,5.312590645178972e-18,5.312590645178972e-18,{'M_ergst_e': 1.0},{'M_ergst_b': 1.0}
R_EX_fecost_e_,0.0,0.0,{'M_fecost_e': 1.0},{'M_fecost_b': 1.0}
R_EX_glc_e_,-1.2331663011093057,1.2331663011093057,{'M_glc_D_e': 1.0},{'M_glc_D_b': 1.0}
R_EX_gua_e_,0.0,0.0,{'M_gua_e': 1.0},{'M_gua_b': 1.0}
R_EX_his_L_e_,-0.019087769999999997,0.019087769999999997,{'M_his_L_e': 1.0},{'M_his_L_b': 1.0}
R_EX_iamac_e_,0.0,0.0,{'M_iamac_e': 1.0},{'M_iamac_b': 1.0}
R_EX_ibutoh_e_,0.0,0.0,{'M_ibutoh_e': 1.0},{'M_ibutoh_b': 1.0}
R_EX_ile_L_e_,-0.05547833,0.05547833,{'M_ile_L_e': 1.0},{'M_ile_L_b': 1.0}
R_EX_ind3eth_e_,0.0,0.0,{'M_ind3eth_e': 1.0},{'M_ind3eth_b': 1.0}
R_EX_lanost_e_,0.0,0.0,{'M_lanost_e': 1.0},{'M_lanost_b': 1.0}
R_EX_leu_L_e_,-0.08533356,0.08533356,{'M_leu_L_e': 1.0},{'M_leu_L_b': 1.0}
R_EX_lys_L_e_,-0.08239698,0.08239698,{'M_lys_L_e': 1.0},{'M_lys_L_b': 1.0}
