2879.1,-1
115584.1,0
5407.1,0
116369.1,0
2678.2,0
6520.1,0
64087.1,0
4245.1,1
6514.1,1
57486.1,0
57134.1,0
5297.1,0
137964.1,0
26227.1,1
6648.1,0
8867.2,0
2876.1,-1
9056.1,0
6723.1,0
3945.1,0
4705.1,-1
3283.1,0
84920.1,0
10905.1,-1
1577.1,0
513.1,-1
6820.1,1
4125.1,0
8560.2,0
3632.1,0
515.2,-1
247.1,0
6241.1,0
955.1,0
79053.2,0
2618.1,0
8704.2,0
8540.1,0
6783.1,1
54480.1,0
2629.1,1
9245.1,1
2954.3,-1
8733.1,1
9060.1,0
6517.1,0
1592.1,0
3340.1,-1
482.1,0
5290.1,0
522.5,0
8875.2,-1
2632.1,0
6480.3,-1
30814.1,0
125.1,0
1431.1,0
284098.1,0
1787.4,0
2203.1,0
1727.1,1
5106.1,0
1340.1,0
97.2,-1
8611.1,0
6580.1,0
8566.1,0
56548.1,0
2990.1,0
7385.1,0
23563.1,0
5150.1,0
5250.3,-1
55512.2,1
245972.1,1
54675.1,0
8647.1,0
490.1,-1
4715.1,1
84569.1,0
54344.2,1
7384.1,-1
280.1,-1
8396.1,0
55350.1,-1
23563.2,0
10870.1,0
1798.2,0
12.1,-1
29906.1,0
23478.1,1
58508.2,0
1374.1,0
26289.1,1
27306.1,0
5409.1,0
22934.1,0
5009.1,0
56913.1,1
2880.1,0
5051.1,0
6547.6,-1
5286.1,0
1716.3,0
213.1,1
2571.1,0
39.1,0
954.2,0
4191.1,0
8050.1,0
4023.1,0
10965.1,-1
4728.1,0
4247.1,0
64080.1,0
2591.1,0
7350.1,0
2519.1,-1
31.2,0
51447.6,-1
140679.1,0
1807.1,0
215.1,0
9789.1,0
6389.1,-1
1537.1,1
64077.1,0
4124.1,0
8398.1,0
51196.1,0
1119.1,0
5137.1,0
56301.1,0
2595.1,-1
518.1,0
54981.1,0
84076.1,0
55907.1,0
5288.1,1
3631.2,0
47.1,0
10135.1,0
493.1,0
1158.1,0
5019.1,0
6489.1,0
83549.1,0
23530.2,0
387775.1,0
51109.1,0
117248.1,0
10166.1,0
53354.1,0
92086.1,0
7389.1,0
1103.2,-1
5295.1,0
10554.1,0
948.1,0
10588.1,0
8897.1,0
6576.1,0
50506.1,1
160287.1,0
6487.11,0
2348.4,-1
229.1,1
65220.1,-1
51529.1,1
79017.1,0
3620.1,0
270.1,-1
1580.1,1
8309.1,-1
276.1,-1
10317.3,0
4248.1,0
4329.1,-1
765.1,0
9945.1,1
124.1,1
6532.1,1
80308.1,1
5730.1,0
7299.1,0
155184.1,0
286297.1,0
6647.1,0
5210.1,-1
10568.1,0
6120.2,0
79813.1,0
9563.1,0
23443.1,-1
8854.3,-1
129607.1,0
8781.1,0
6505.1,0
5293.1,0
2678.1,0
6697.1,0
6509.1,0
6120.1,0
4942.1,0
7991.1,0
8574.1,0
2348.2,-1
7086.1,-1
1371.1,0
8479.1,0
7296.1,-1
262.1,-1
5279.1,0
60559.1,0
6307.1,0
2132.2,0
211.2,-1
23057.1,-1
5232.1,0
6560.1,0
8435.1,0
5313.1,1
1347.1,-1
27068.3,0
1593.1,0
51227.3,0
94005.1,0
8277.1,1
2653.1,0
5172.1,0
100.1,0
3033.1,0
90161.1,-1
29124.1,0
515.3,-1
125061.1,1
5152.18,0
2694.1,0
5283.1,0
23632.1,1
3284.1,0
5831.1,1
3420.2,0
8704.1,0
4669.1,0
290.1,1
6342.1,0
25796.1,0
3633.1,0
373156.1,0
2998.1,0
3795.1,0
766.1,0
51382.1,0
8714.3,-1
1716.5,0
85465.1,0
771.2,1
5152.17,0
81849.1,0
6570.1,0
54677.1,0
1716.4,0
443.1,0
55454.1,0
4706.1,0
54539.1,0
79178.1,0
135152.1,-1
10380.1,0
64802.1,0
64600.1,1
788.1,-1
51022.2,0
11046.1,0
10195.2,0
7054.2,0
7108.1,0
160851.1,0
3706.1,-1
516.1,0
522.2,0
7167.1,0
6506.1,0
93034.2,-1
5048.1,0
2517.1,0
2639.1,0
8877.1,1
27087.1,0
35.1,-1
5320.1,0
31.1,0
6487.7,0
11001.1,0
10007.1,-1
5096.1,0
3423.1,0
9374.1,0
23382.1,0
114134.1,0
6547.2,-1
8398.2,0
1120.2,0
2026.1,0
641649.1,0
4704.1,0
26289.2,1
23556.1,0
28972.1,-1
2027.2,1
2539.1,0
514.2,1
30815.1,0
2235.2,0
4668.1,0
51086.1,0
27430.1,-1
51205.1,1
57127.1,1
113189.1,-1
2224.1,1
1809.1,-1
435.1,0
5209.1,0
7351.1,0
6510.1,0
220.1,1
1854.1,0
51557.1,1
5287.1,0
115286.1,0
8818.1,0
50617.2,1
8867.1,0
5184.1,0
6513.1,1
5294.1,0
29926.2,0
29925.1,-1
126129.1,0
4953.1,0
4907.1,-1
528.2,0
6799.2,-1
4512.1,0
5305.1,0
47.2,0
1890.1,0
132.1,0
2110.1,0
9550.1,0
4701.1,0
226.3,0
7388.1,0
516.2,0
54576.1,1
123041.1,-1
6578.1,0
51447.5,-1
28.1,0
4284.1,0
5211.2,0
