b0007,1
b2923,1
b2519,1
b0004,1
b3824,1
b0002,1
b3350,1
b2697,1
b0414,1
b3450,1
b3453,1
b3452,1
b3455,1
b0411,1
b3457,1
b3359,1
b4079,1
b4177,1
b1539,1
b4072,1
b0003,1
b4070,1
b4071,1
b4077,1
b1533,1
b0166,1
b2215,1
b3182,1
b2210,1
b2199,1
b3519,1
b0199,1
b2925,1
b3189,1
b3734,1
b3735,1
b0522,1
b0523,1
b3730,1
b3731,1
b3732,1
b3733,1
b0529,1
b0480,1
b3738,1
b0954,1
b2601,1
b2600,1
b0417,1
b2170,1
b0855,1
b3993,1
b3454,1
b2997,1
b0312,1
b2994,1
b3918,1
b2515,1
b0047,1
b0314,1
b1897,1
b3915,1
b3916,1
b3456,1
b2582,1
b3679,1
b4476,1
b4477,1
b4474,1
b0893,1
b4471,1
b2530,1
b2463,1
b3825,1
b4478,1
b3610,1
b2103,1
b2104,1
b3040,1
b3451,1
b3786,1
b2458,1
b3041,1
b3187,1
b1096,1
b1095,1
b1094,1
b1093,1
b1092,1
b1091,1
b3212,1
b1098,1
b0008,1
b0173,1
b2711,1
b0857,1
b4407,1
b0895,1
b1800,1
b1801,1
b1805,1
b0907,1
b2497,1
b0904,1
b2703,1
b1919,1
b0418,1
b2779,1
b2029,1
b4213,1
b1270,1
b1277,1
b1276,1
b3578,1
b3579,1
b0775,1
b0774,1
b0776,1
b3572,1
b1377,1
b3571,1
b1912,1
b4358,1
b0415,1
b0908,1
b0459,1
b4356,1
b3172,1
b1858,1
b3176,1
b3177,1
b1764,1
b0355,1
b4227,1
b1651,1
b1876,1
b2551,1
b1873,1
b1872,1
b3073,1
b0875,1
b0343,1
b0870,1
b1225,1
b4136,1
b2388,1
b3709,1
b4132,1
b3255,1
b2710,1
b0511,1
b0512,1
b2927,1
b4139,1
b0516,1
b1479,1
b1478,1
b3728,1
b1773,1
b0678,1
b0680,1
b1592,1
b1475,1
b1474,1
b1778,1
b1476,1
b2311,1
b2310,1
b2312,1
b2315,1
b3384,1
b2316,1
b3389,1
b2251,1
b0997,1
b0996,1
b2254,1
b3736,1
b2257,1
b1484,1
b1485,1
b1486,1
b3737,1
b0179,1
b1483,1
b3770,1
b3771,1
b0175,1
b0174,1
b1488,1
b0679,1
b3415,1
b0505,1
b0425,1
b0356,1
b2429,1
b0421,1
b2817,1
b0351,1
b3957,1
b3958,1
b2130,1
b2818,1
b2132,1
b0429,1
b0428,1
b2425,1
b3409,1
b1723,1
b0194,1
b3794,1
b0963,1
b3792,1
b4006,1
b1590,1
b3791,1
b2723,1
b2957,1
b0198,1
b0052,1
b3816,1
b3386,1
b1124,1
b0222,1
b3137,1
b2935,1
b3927,1
b3739,1
b0451,1
b0452,1
b3926,1
b0902,1
b0485,1
b2464,1
b2557,1
b2224,1
b3417,1
b0484,1
b2221,1
b2552,1
b2223,1
b2222,1
b2045,1
b1236,1
b1059,1
b0639,1
b2040,1
b3789,1
s0001,1
b2724,1
b1487,1
b0724,1
b0957,1
b2720,1
b2721,1
b2722,1
b1054,1
b3925,1
b3924,1
b0221,1
b1704,1
b1676,1
b1226,1
b1250,1
b3788,1
b2153,1
b0114,1
b0171,1
b2032,1
b2033,1
b2034,1
b2035,1
b2036,1
b3599,1
b2038,1
b2039,1
b0344,1
b2423,1
b0243,1
b1654,1
b3568,1
b1606,1
b3617,1
b0764,1
b1605,1
b1602,1
b1603,1
b4311,1
b3616,1
b2095,1
b2284,1
b0650,1
b1278,1
b4198,1
b2422,1
b0832,1
b0830,1
b0831,1
b3546,1
b0837,1
b0765,1
b1288,1
b0839,1
b3458,1
b0509,1
b3623,1
b2291,1
b1119,1
b1702,1
b3850,1
b1302,1
b1301,1
b1300,1
b3198,1
b3628,1
b3580,1
b3626,1
b3627,1
b3196,1
b3197,1
b3622,1
b2803,1
b3620,1
b3588,1
b4381,1
b4382,1
b2802,1
b4384,1
b4374,1
b1732,1
b4260,1
b4267,1
b4266,1
b4265,1
b2149,1
b3908,1
b2587,1
b4005,1
b3941,1
b0613,1
b0887,1
b3543,1
b0733,1
b0732,1
b0403,1
b0734,1
b0767,1
b0632,1
b4231,1
b3093,1
b0617,1
b0469,1
b2156,1
b3360,1
b3367,1
b4042,1
b4041,1
b4040,1
b2917,1
b0019,1
b3089,1
b3553,1
b2913,1
b3447,1
b2663,1
b2662,1
b3693,1
b3691,1
b3117,1
b4169,1
b1263,1
b4160,1
b4161,1
b3477,1
b0494,1
b3785,1
b0112,1
b3126,1
b2265,1
b2264,1
b0086,1
b3428,1
b0368,1
b0124,1
b0125,1
b0126,1
b0040,1
b0120,1
b3744,1
b3747,1
b0123,1
b0087,1
b3781,1
b2344,1
b0825,1
b2342,1
b2615,1
b0945,1
b2167,1
b2162,1
b0261,0
b0260,0
b3835,0
b2168,0
b2169,0
b3846,0
b4226,0
b3844,0
b2868,0
b0061,0
b3843,0
b0063,0
b0062,0
b2988,0
b3960,0
b3962,0
b2867,0
b2964,0
b3967,0
b3966,0
b0722,0
b0048,0
b3831,0
b3860,0
b3603,0
b3994,0
b3213,0
b3996,0
b2507,0
b2500,0
b1489,0
b1588,0
b3425,0
b2467,0
b0894,0
b2465,0
b4039,0
