YAL001C	0.0341125840457479
YAL002W	-0.393393755436702
YAL003W	0.483109489782821
YAL004W	0.0962916571025169
YAL005C	0.428445367898879
YAL007C	0.170097884551752
YAL008W	-0.127563326402971
YAL009W	0.125766573997904
YAL010C	0.131410244996429
YAL011W	-0.0192214121102557
YAL012W	0.526451001756136
YAL013W	-0.0837296790883928
YAL014C	-0.295150824871457
YAL015C	-0.272331717481682
YAL016W	0.0754472064764505
YAL017W	-0.416597963475088
YAL018C	0.417115505070458
YAL019W	-0.406784206942364
YAL020C	0.317321111482008
YAL021C	-0.850505681104991
YAL022C	0.22964515520594
YAL023C	0.143087411265943
YAL024C	0.262801180314715
YAL025C	0.129340829834813
YAL026C	-0.0242144526805874
YAL027W	0.0835751530889079
YAL028AW	0.0154980442668027
YAL028W	0.278220669763451
YAL029C	0.651325159201071
YAL030W	0.263610243100268
YAL031C	0.0875029737838111
YAL032C	-0.760310133122964
YAL033W	0.666937685931378
YAL034AW	-0.675817763772584
YAL034C	-0.197093655645182
YAL034W-A	0.386817893378275
YAL035C-A	0.66323108627905
YAL035W	0.288693948935358
YAL036C	-0.444464316448754
YAL037W	-0.457419804760071
YAL038W	-0.12101058158574
YAL039C	-0.952082950819433
YAL040C	-0.209645268548408
YAL041W	-0.560176060339158
YAL042W	-0.346839818316576
YAL043C	-0.469064756326716
YAL043C-A	-0.34378177141807
YAL044C	-1.14521849802424
YAL045C	-0.353604926328958
YAL046C	-0.825140605869096
YAL047C	-0.346173870617682
YAL048C	0.176100061218894
YAL049C	-0.613844076822002
YAL051W	0.354539123325163
YAL053W	0.042437893828352
YAL054C	-0.268012915821729
YAL055W	-0.917513312838131
YAL056W	0.384173502915364
YAL058C-A	1.96006622875782
YAL058W	-0.179370929790944
YAL059W	0.213434012617176
YAL060W	-0.662611632798324
YAL061W	-0.173754961782991
YAL062W	-0.358475868503984
YAL063C	-0.334010895198866
YAL064C-A	0.147833333333333
YAL064W	0.0822494717213719
YAL064W-B	-0.015991669729695
YAL065C	-0.0413841312556972
YAL066W	-0.71491362699649
YAL067C	-0.398669130341651
