YLR420W,1
YBR149W,0
YIR029W,0
YBR021W,-1
YOR192C,-1
YKR093W,-1
YER065C,1
YDR342C,1
YDR226W,0
YER175C,1
YMR256C,0
YER060W-A,1
YPR156C,0
YGL067W,0
YIL009W,0
YLL052C,1
YOR190W,-1
YCL050C,-1
YPL265W,0
YGR282C,0
YNL117W,1
YFR055W,1
YLR299W,0
YER056C,1
YOR317W,0
YOR109W,0
YGR267C,0
YGR185C,0
YIL002C,0
YDL066W,-1
YLR328W,0
YJL200C,-1
YBR249C,1
YDR487C,0
YNR013C,-1
YJR077C,0
YKR080W,1
YOR377W,0
YDR376W,0
YBR041W,0
YLR209C,0
YLR342W,0
YJL139C,0
Q0045,-1
YPL276W,-1
YOL151W,1
YNL316C,0
YBR252W,0
YMR105C,1
YKR069W,-1
YPL262W,-1
YLR157C,-1
YJR078W,-1
YGL248W,-1
YML008C,0
YHR190W,0
YOL103W,0
YNL071W,0
YDR305C,0
YPR035W,1
YBR221C,0
YPL097W,1
YMR015C,-1
YPR145W,1
YJL137C,0
YOR180C,-1
Q0085,-1
YHR051W,0
YNL247W,0
YBR248C,1
YKL132C,-1
YDL055C,1
YOR303W,-1
YGR180C,0
YGR240C,1
YLR395C,1
YCR098C,-1
YJR048W,0
YER052C,1
YER086W,0
YCR024C,0
YMR289W,0
YFR019W,0
YJR130C,1
YDR529C,0
YDL085W,1
YPL104W,0
YKL026C,0
YJL221C,-1
YDR236C,1
YLR343W,-1
YGR193C,0
YPR184W,1
YJL153C,1
YHR216W,-1
YDR481C,0
YPL147W,-1
YBR035C,1
YER070W,1
YNR043W,-1
YGR289C,0
YHL016C,1
YNL192W,0
Q0275,-1
YLR447C,0
YMR113W,0
YBR184W,0
YDR037W,0
YPR138C,-1
YGR171C,1
YMR217W,0
YOR209C,0
YMR296C,0
YBR023C,-1
YLR060W,0
YBR069C,-1
YDR232W,-1
YPL117C,-1
YDR513W,0
YDR483W,0
YPR069C,-1
YGR170W,0
YNL202W,0
YMR293C,0
YNL292W,0
YBR180W,-1
YLR372W,1
YJL216C,0
YDL040C,-1
YKL120W,0
YHR096C,0
YJL167W,0
YNR072W,-1
YOR126C,0
YNL101W,0
YEL051W,0
YJL071W,0
YBR093C,-1
YPL214C,0
YJR010W,-1
YEL063C,0
YDR345C,0
YJL130C,0
YGL008C,0
YHR063C,0
YML035C,-1
YDR023W,0
YGR121C,1
YOR108W,1
YBR038W,0
YDL095W,0
YML100W,0
YNL256W,0
YOR323C,0
YLR303W,0
YML075C,0
YKL140W,0
YBL068W,-1
YPL087W,0
YDR135C,0
YGR094W,0
YBR019C,0
YPR047W,0
YBR001C,0
YPL258C,-1
YNR016C,0
YCR034W,0
YGR043C,-1
YGR055W,-1
YKL188C,0
YMR006C,0
YOL156W,-1
YDL022W,0
YER024W,0
YLR307W,-1
YBR058C-A,0
YPL273W,1
YOR375C,1
YKL055C,0
YGR248W,0
YKL216W,0
YDL171C,0
YDR035W,1
YOL058W,1
YOL033W,1
YML126C,-1
YLR258W,0
YHR208W,1
YML054C,0
YOR136W,0
YBR208C,1
YPL069C,0
YLR070C,-1
YDR234W,-1
YCR012W,1
YOR202W,1
YAL062W,-1
YOR236W,1
YDR353W,1
YNL220W,0
YDR343C,1
YBR153W,1
YNR057C,-1
YJL198W,0
YMR261C,1
YNL052W,0
YFL018C,1
YKL192C,1
YGR007W,1
YGL055W,0
YOR071C,0
YOL055C,0
YGR264C,0
YOR347C,0
YHR074W,0
YJL166W,0
YGL234W,1
YHR019C,0
YIR028W,-1
YER061C,1
YNL073W,1
YPR128C,0
YJR152W,0
YER003C,0
YBR085W,-1
YKL106W,0
YMR271C,0
YGR260W,1
YKL080W,0
YJL026W,0
YMR085W,1
YLL012W,-1
YCL004W,0
YBR291C,0
YOL136C,0
YPL275W,-1
YOR155C,0
YOR278W,0
YOR074C,1
YJL045W,0
YGR208W,1
YGL224C,1
YDR072C,1
YDR503C,0
YIL053W,1
YPL091W,0
YKR031C,1
YPL028W,-1
YLL028W,0
YOL056W,0
YLR027C,1
YGL245W,0
YPL059W,1
YFL053W,-1
YLR164W,1
YGR254W,1
YDL093W,0
YDR441C,-1
YDR508C,0
YDL174C,0
YIL145C,0
YHR018C,1
YPL188W,0
YNL141W,-1
YBL042C,-1
YPL078C,0
YIL074C,1
YOR335C,0
YJL126W,0
YPR026W,0
YMR008C,0
YDR399W,1
YKL024C,-1
YDL185W,0
YKL181W,-1
YJR133W,1
YGR192C,1
YJR073C,1
YDL078C,0
YLR377C,0
YMR226C,-1
YGL037C,0
YDR502C,0
YJL052W,0
YIR034C,0
YKL008C,-1
YGL040C,0
YEL046C,-1
YNL009W,0
YMR169C,1
YPR183W,0
YJR057W,1
YGL184C,-1
YDR204W,0
YOR184W,1
YGR012W,0
YMR145C,0
YBR183W,-1
YPR074C,0
YDR300C,-1
YGL253W,0
YJR139C,0
YML081C-A,0
YLR017W,-1
YMR319C,-1
YBR029C,0
YJL101C,0
YLR351C,0
YLR011W,0
YDL198C,1
YBR298C,0
YBR068C,0
YPR033C,-1
YHR068W,-1
YDR019C,1
YJL068C,-1
YDR050C,1
YPR160W,1
YCR024C-A,0
YBR034C,-1
YBL015W,-1
YAL054C,-1
YDR384C,-1
YLR195C,0
YDR315C,0
YCL069W,-1
YPR167C,1
YIL043C,-1
YFR033C,0
YOR120W,-1
YGL205W,0
YOR393W,-1
YDR047W,0
YGR124W,1
YPR081C,0
YBR026C,0
YGR247W,0
YGR088W,1
YLR300W,-1
YOR163W,0
YIL125W,0
YNL129W,1
YOR270C,0
YJR103W,-1
YKL174C,-1
YLR304C,0
YLR058C,1
YFL017C,0
YLR028C,0
YIR031C,0
YDR341C,0
YCL025C,1
YGL001C,0
YER081W,1
YFR053C,1
YHR092C,0
YDR148C,0
YLR189C,0
YNL270C,-1
YDL247W,0
YBR256C,1
YJR049C,-1
YAL012W,-1
YER099C,0
YBR299W,-1
YCL035C,-1
YDL168W,-1
YLR134W,1
YML042W,-1
YKL146W,0
YBR020W,0
YDL080C,0
YMR062C,1
YKR067W,1
YDR368W,-1
YDR268W,1
YER091C,1
YOL064C,0
YOR221C,0
YJL060W,0
YPL061W,1
YLR240W,0
YER174C,0
YPR062W,-1
YIR032C,1
YDR402C,-1
YNL142W,1
YHR144C,0
YLR153C,0
YMR313C,0
YGL062W,0
YEL024W,0
YDR380W,1
YMR300C,1
YDL004W,0
YMR011W,1
YIL107C,-1
YMR205C,1
YNL130C,1
YDR272W,0
YLL041C,0
YBR126C,1
YNR041C,0
YLR237W,-1
YMR323W,-1
YDL141W,-1
YIL172C,-1
YMR215W,1
YCL009C,0
YEL047C,-1
YML004C,-1
YKL016C,0
YKL060C,1
YMR013C,-1
YMR202W,-1
YGR292W,-1
YPL148C,0
YOR040W,0
YGL187C,0
YJR095W,-1
YNL104C,1
YNL267W,0
YHR183W,0
YIL013C,-1
YDR058C,0
YNL029C,-1
YOL020W,0
YPR060C,0
YKR066C,-1
YLL057C,-1
YPL053C,-1
YGL256W,-1
YBR265W,1
YFL055W,-1
YPL231W,0
YEL058W,-1
YLR172C,0
YDL021W,-1
YNR034W,0
YDL045C,0
YAL038W,1
YOL140W,1
YPR006C,-1
YJR143C,0
YJL121C,-1
Q0250,-1
YPL212C,0
YGR155W,0
YLR155C,-1
YPL172C,0
YLR100W,1
YMR083W,0
YOR168W,0
YIL111W,1
YLR260W,-1
YPR001W,-1
YGL084C,0
YOR128C,1
YKL004W,-1
YCR010C,0
YCR048W,-1
YDR062W,0
YPL244C,0
YKL182W,1
YJR105W,0
YOL049W,0
YBR092C,-1
YGR183C,0
YMR088C,-1
YGR175C,-1
YER090W,1
YER053C,0
YGR194C,1
YKL211C,1
YHR128W,-1
YKL184W,1
YMR118C,0
YHR163W,0
YIL164C,1
YIL162W,-1
YOR222W,0
YPR020W,0
YPL189W,-1
YDL103C,0
YKL218C,1
YDR127W,1
YMR250W,0
YHL003C,0
YJL155C,0
YBR294W,0
YLR382C,1
YGR209C,1
YOL132W,-1
YBL064C,0
YFL045C,1
YOR388C,-1
YDL181W,1
YMR303C,-1
YGR204W,1
YKL029C,0
YOL030W,0
YBL098W,1
YJR009C,1
YNL169C,1
YER170W,1
YBR199W,0
YIL134W,0
YGL125W,1
YER069W,1
YJL196C,-1
YHR137W,1
YCR053W,0
YER060W,-1
YOL052C,0
YEL038W,0
YDR242W,-1
YDL215C,1
YLR354C,0
YJR016C,0
YGL009C,0
YBR192W,0
YDR530C,0
YLR295C,0
YKR058W,0
YDR284C,0
YKL141W,0
YOR273C,0
YIL020C,-1
YBR036C,0
YPL092W,1
YER023W,0
YGL012W,0
YAL023C,0
YKR053C,0
YKL194C,1
YDR074W,1
YLR308W,0
YPR121W,0
YIL066C,-1
YJR160C,-1
YLR160C,0
YGR019W,0
YCR005C,-1
YBR263W,-1
YLL062C,-1
YAR075W,-1
YBL076C,0
YJR153W,-1
YBR213W,0
YKL152C,1
YLR092W,-1
YHR037W,0
YGL119W,0
YHR007C,0
YHR174W,1
YIL010W,0
YLR109W,0
YGR199W,0
YGL154C,0
YPL274W,-1
YJR121W,0
YAR015W,1
YGL191W,-1
YJL214W,0
YOL143C,0
YBR205W,0
YML110C,0
YPL252C,1
YLR305C,0
YIL124W,0
YER019W,0
YDR046C,-1
YDR158W,1
YBR296C,0
YEL042W,0
YKL085W,0
YBR084W,0
YML059C,0
YKL203C,0
YML022W,0
YPL234C,0
YLR355C,0
YFL001W,0
YLR285W,1
YHR039C-A,0
YDL210W,-1
YHL011C,-1
YHL032C,0
YCR037C,0
YHR002W,1
YKR039W,1
YLR020C,-1
YLR138W,0
YOR171C,0
YER087W,0
YFL011W,-1
YLR043C,0
YMR084W,1
YBR161W,0
YCR032W,0
YHR044C,0
YBL099W,0
YNL106C,-1
YLR359W,1
YBR176W,-1
YKL150W,0
YOR332W,0
YLR038C,0
YER055C,1
YMR318C,0
YCL030C,1
YCR083W,0
YDR044W,-1
YLR284C,1
YKL104C,-1
YAR073W,-1
YDR321W,-1
YDL142C,0
YER178W,0
YPL281C,-1
YBL033C,0
YKL067W,0
YLR245C,1
YLR081W,-1
YJR158W,-1
YNR001C,0
YIL116W,1
YKR061W,-1
YGR060W,0
YER014W,0
Q0130,-1
YPR191W,0
YGR096W,-1
YIR037W,0
YJR001W,0
YER141W,1
YBR115C,-1
YPR021C,0
YGR256W,0
YKR097W,0
YHR094C,0
YPR140W,1
YOR125C,0
YNL318C,-1
YPL134C,1
YBR039W,0
YBR018C,0
YGL225W,1
YML106W,0
YIR027C,-1
YGR143W,0
YPR036W,0
YGL063W,0
YNR012W,-1
YHL012W,-1
YPL023C,1
YEL039C,0
Q0080,-1
YBL013W,1
YDR497C,1
YAL022C,0
YDR261C,-1
YPL110C,-1
YFL022C,0
YLL018C,0
YMR009W,0
YKL127W,0
YGR286C,-1
YOR241W,0
YOR100C,0
YKR009C,0
YMR272C,-1
YLL043W,0
YER005W,-1
YNL280C,-1
YHR123W,1
YPL040C,0
YDL205C,1
YJR025C,1
YMR120C,1
YBR117C,-1
YJL134W,0
YGL202W,0
YOL077W-A,0
YER119C,0
YOR143C,1
YCL040W,0
YER073W,1
YFL030W,1
YHR042W,-1
YPR002W,-1
YDR147W,0
YDR322C-A,0
YCR073W-A,0
YCR075C,0
YHR043C,1
YLR133W,1
YPR192W,1
YKL217W,1
YDR017C,0
YMR189W,1
YHR011W,1
YML070W,-1
YLR348C,1
YDR111C,0
YPL036W,0
YNL037C,0
YHR025W,0
YNR050C,-1
YDR256C,-1
YFR025C,0
YBR132C,1
YML096W,0
YFR030W,-1
YDR173C,0
YMR306W,-1
YJL005W,0
YGR287C,-1
YNL003C,0
YBL039C,-1
YPL271W,0
YLR044C,0
YMR307W,0
YPL057C,1
YBL030C,1
YGR065C,0
YDR354W,1
YER015W,0
YGR061C,1
YFR015C,1
YLR432W,0
YEL017C-A,0
YOR374W,0
YDL178W,1
YLL048C,0
YBR003W,1
YDL052C,0
YGL148W,1
YOR245C,-1
YDL245C,0
YJL212C,-1
YKL035W,0
YCR028C,0
YDL015C,0
YER183C,1
YER062C,-1
YMR056C,0
Q0105,-1
YOL096C,1
YJR159W,0
YHR106W,0
YAR035W,-1
YDL100C,-1
YIL099W,0
YHR067W,1
YMR207C,0
YIL094C,-1
YMR246W,-1
YIL078W,0
YLR201C,0
YDL067C,0
YGR020C,0
YHR091C,1
YGR037C,-1
YDR007W,0
YDL131W,-1
YFR047C,1
YLR174W,0
YML123C,-1
YNR008W,0
YJR019C,1
YDR400W,-1
YDR001C,0
YDR178W,1
YML082W,-1
YLL061W,-1
YBL045C,0
YGL077C,1
YBR006W,-1
YIL160C,-1
YBL011W,0
YLR151C,0
YAL060W,0
YEL069C,0
YJR137C,-1
YDL182W,-1
YLR231C,0
YJL070C,1
YMR170C,0
YMR208W,0
YBR127C,0
YNR019W,0
YOR099W,1
YGR087C,-1
YDR531W,1
YAR071W,-1
YGR244C,1
YLR146C,0
YBR218C,1
YHR046C,-1
YML056C,-1
YHR104W,0
YLR089C,1
YDR377W,0
YPL111W,1
YNL277W,-1
YOR065W,1
YOL061W,0
YBR166C,-1
YER043C,1
YMR054W,0
YGL026C,1
YCL064C,1
YER026C,1
YMR267W,1
YNL111C,0
YOL065C,0
YOR011W,-1
YPL160W,0
YDR208W,0
YLR180W,1
YNR033W,0
YCR036W,0
YDR298C,0
YJL088W,1
YDR453C,1
YPR113W,-1
YDR294C,-1
YLR056W,-1
YBR011C,0
YHR072W,0
YOR360C,0
YKL212W,-1
YMR108W,1
YOL066C,0
YOR142W,0
YEL041W,0
YLR450W,0
YHR001W-A,0
YGR010W,0
YOL097C,0
YEL021W,-1
YGR157W,0
YEL027W,0
YEL071W,-1
YBR284W,-1
YGR191W,0
YML120C,1
YJR051W,-1
YKL148C,1
YLR438W,1
YNL241C,0
YGR125W,0
YJR148W,-1
YGL186C,1
YBR145W,1
YEL011W,0
YDR536W,-1
YGR177C,0
YNR058W,-1
YKL001C,-1
YOR348C,-1
YOL086C,1
YBR244W,1
YGR147C,0
YNR056C,-1
YOL126C,-1
YOL059W,-1
YIL168W,-1
YHR026W,0
YHL036W,-1
YOR176W,1
YIL155C,1
YOR130C,1
YOR321W,0
YCL018W,0
YJR109C,1
YDR098C,-1
YHR020W,0
YOL011W,-1
YDR454C,0
YMR220W,0
YJR066W,0
YBR196C,1
YGR202C,1
YDR408C,1
YOR095C,-1
YGR032W,0
YDR297W,-1
YPR159W,-1
YPL268W,-1
YLR158C,-1
YML086C,0
YAL044C,1
YLR142W,0
YGR138C,-1
YJL219W,-1
YBR121C,0
YNL268W,-1
YDL238C,0
YDR403W,-1
YMR020W,-1
YBR293W,-1
YGR255C,0
